barcode,id_sku,product_name,price_default,price_card,price_discount,price2_qr,source_count,source_files
4690491203293,270102742435,Вино CASA DEFFRA Колли Беричи Ризерва выд. кр. п/сух. (Италия) 0. 75L,"2526,31","1784,99",,2399.99,1,26_12-20.csv
4690491210307,270102086946,Вино REMOLE Тоскана кр. сух. (Италия) 0. 75L,"1999,99","1599,99",,1899.99,1,26_12-20.csv
4690491212776,270109345143,Вино PFEFFERER Пфефферер орд бел. п/ сух (Италия) 0. 75L,"2510,52","1899,99",,2384.99,1,25_2-10.csv
4690491214428,270109686303,Вино DONNAFUGATA Антилия Сицилия ординар. бел. сух (Италия) 0. 75L,"4210,59","2189,99",,3999.99,1,25_2-10.csv
4690491216866,270103458162,Вино LE GRAND NOIR Ле Гран Нуар Шардоне ординарное бел. сух. (Франция) 0. 75L,"1736,84","1299,99",,1649.99,1,25_2-10.csv
4690502005106,250404377770,"Молоко ПРОСТОКВАШИНО топленое 3, 2% бут. без змж (Россия) 930Mл","131,59","104,99",,,1,49_5.csv
4811258001086,,Напиток кисломолочный EXPONENTA HIGH- PRO обезжиренный с в. с. белка со вкусом клубника- арбуз без змж (Беларусь) 250г,"168,39","159,99",,159.99,1,49_5.csv
4811258001109,,Напиток кисломолочный EXPONENTA HIGH- PRO обезжиренный с высоким содержанием белка без змж (Беларусь) 250г,"168,39","159,99",,159.99,1,49_5.csv
4811258001246,,Напиток кисломолочный EXPONENTA обезжиренный с в. с. белка со вкусом кокос- миндаль без змж (Беларусь) 250г,"168,39","159,99",,159.10,1,49_5.csv
4811258002106,,Напиток кисломолочный EXPONENTA обезжиренный с в. с. белка со вкусом Соленая карамель без змж (Беларусь) 250г,"168,39","159,99",,159.99,1,49_5.csv
4811258002557,,"Напиток кисломолочный EXPONENTA HIGH- PRO обезжир., малина- банан без эмж (Беларусь) 250г","168,39","159,99",,159.99,1,49_5.csv
4811258002946,,Напиток кисломолочный EXPONENTA HIGH- PRO обезжир. с в. с. белка лимонный чизкейк без змж (Беларусь) 250г,"168,39","159,99",,159.99,1,49_5.csv
4860006042611,270123677015,"Вино СИХАРУЛИ Саперави ординар. сорт. кр. сух. (Грузия) 0, 187L","426,31","275,99",,404.99,1,25_12-20.csv
4973480846443,270123770017,Вино ФРОНТЕРА Каберне Совиньон кр. п/ сух. (Чили) 0. 375L,"631,57","449,99",,599.99,1,25_12-20.csv
4973480846450,270123794224,Вино ФРОНТЕРА Шардоне сорт. орд. бел. п/ сух. (Чили) 0. 375L,"631,57","449,99",,599.99,1,25_12-20.csv
5600302596284,270110608368,Вино PRIORITARIO Виньо Верде ДОК бел. п/ сух. (Португалия) 0. 75L,"1263,15","719,99",,,1,25_2-10.csv
5600353670193,270103553840,Вино FADO Фадо Резерва выдерж. кр. сух. (Португалия) 0. 75L,"2526,31","1835,99",,2399.99,1,26_12-20.csv
5601129032009,270110733288,Вино GATAO бел. п/ сух. (Португалия) 0.75L,"1684,20","1223,99",,1599.99,1,25_2-10.csv
5604242005868,,Вино TREVO Branco Винью Верде ордин. бел. сух. (Португалия) 0. 75L,"1684,20","1325,99",,1599.99,1,25_2-10.csv
5604242009491,270103445734,Вино PECCATORE Пеккаторе Дору выдерж. кр. сух. (Португалия) 0. 75L,"1684,20","1223,99",,1599.99,1,26_12-20.csv
7804315304852,270123770503,"Вино UNDURRAGA Совиньон Блан сортовое бел. сух. (Чили) 0, 187L","442,10","326,99",,419.99,1,25_12-20.csv
7804636058656,270123725831,"Вино CANA Центральная долина DO бел. сух. (Чили) 0, 187L","368,42","249,99",,349.99,1,25_12-20.csv
8000016010569,270109362833,Вино BANFI Principessa Gavia Gavi Принцесса Гавиа орд. сорт. бел. сух. (Италия) 0. 75L,"2631,57","1849,99",,2499.99,1,25_2-10.csv
8000757005510,270102663324,Вино PAVONERO Примитиво ди Мандурия сорт. выдерж. кр. п/ сух. (Италия) 0.75L,"2421,05","1530,99",,2299.99,1,26_12-20.csv
8001487001100,270109737250,Вино ARAGOSTA Верментино ди Сарденья бел. сух. (Италия) 0. 75L,"3157,89","2039,99",,2999.99,1,25_2-10.csv
8001935011569,270100726668,Вино SANTA CRISTINA Vermentino Тоскана IGT ордин. сорт. бел. сух. (Италия) 0. 75L,"2299,99","1999,99",,2184.99,1,25_2-10.csv
8001935361404,270102240879,Вино SANTA CRISTINA Тоскана IGT ордин. кр. сух. (Италия) 0. 75L,"2526,39","1999,99",,2399.99,1,26_12-20.csv
8002020005265,270109071880,Вино BATASIOLO Granee Гави дель Комуне ди Гави бел. сух. (Италия) 0. 75L,"2842,10","1899,99",,,1,25_2-10.csv
8002153215920,270102444439,Вино TORREBRUNA Санджовезе Тоскана IGT сортовое кр. п/ сух. (Италия) 0. 75L,"1894,73","1499,99",,1799.99,1,26_12-20.csv
8002153227824,270102737116,Вино TENUTA DI BURCHINO Говерно Аль Узо Тоскана ИГТ кр. п/ сух. (Италия) 0. 75L,"2894,73","1999,99",,2749.99,1,26_12-20.csv
8002153230602,270102685754,Вино STRANAMENTE ординарное кр. п/сух. (Италия) 0. 75L,"1578,94","1349,99",,1499.99,1,26_12-20.csv
8002153231203,270109598580,Вино PRIMOSOLE Пино Гриджно Терре Сичиалиане сорт. ординар. бел. сух (Италия) 0. 75L,"1299,99","1099,99",,1234.99,1,25_2-10.csv
8002793010756,270102459156,Вино 4 VOLTE Rosso кр. сух. (Италия) 0.75L,"1673,68","1199,99",,1589.99,1,26_12-20.csv
8002793010770,270109439157,Вино 4 VOLTE Bianco бел. сух (Италия) 0. 75L,"1673,68","1326,99",,1589.99,1,25_2-10.csv
8002793019124,270102739823,Вино ASTRALE Неро д' Авола сортовое орд. кр. сух. (Италия) 0. 75L,"1768,42","1399,99",,1679.99,1,26_12-20.csv
8002793958379,270102472159,Вино PICCINI Кьянти Ризерва выдерж. кр. сух. (Италия) 0.75L,"1684,19","1299,99",,1599.99,1,26_12-20.csv
8003969315750,270101075880,Вино MININI Монтепульчано д' Абруццо ДОК кр. сух. (Италия) 0. 75L,"2105,26","1499,99",,1999.99,1,26_12-20.csv
8003971000996,270109468615,Вино COME IL VENTO Совиньон дель Поджиарелло Эмилия-Романья IGT бел. п/ сух. (Италия) 0. 75L,"2105,26","1699,99",,1999.99,1,25_2-10.csv
8003971003386,270102679140,Вино ИЛЬ ВАЛАНДРЕА Гуттурнио Суперьоре дель Поджиарелло Эмилия-Романья DOC кр. сух. (Италия) 0. 75L,"2105,26","1699,99",,1999.99,1,26_12-20.csv
8003971003393,270102679238,Вино LO STRANIERO Пино Неро дель Поджиарелло Эмилия-Романья красное сухое (Италия) 0. 75L,"2315,78","1899,99",,2199.99,1,26_12-20.csv
8005374000436,270102663335,Вино LUMA Сира Сицилия сорт. ординар. кр. п/ сух. (Италия) 0. 75L,"2475,79","2039,99",,2351.99,1,26_12-20.csv
8005415001064,270109634321,Вино SANT ORSOLA Пино Гриджио сортовое бел. сух. (Италия) 0. 75L,"1578,94","999,99",,1499.99,1,25_2-10.csv
8005415001354,279109432370,Вино SANT ORSOLA Coaве бел. сух. (Италия) 0. 75L,"1473,68","899,99",,1399.99,1,25_2-10.csv
8005890806703,270109701123,Вино STELLA BELLA Пино Гриджио бел. сух. (Италия) 0. 75L,"1473,68","899,99",,1399.99,1,25_2-10.csv
8006600103006,270102770508,Вино POGGIO TOSCO Россо Тоскано ИГТ сорт. кр. сух. (Италия) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
8007890164029,270102702346,"Вино CAVIT СанВиджилио Мерло кр. сух. (Италия) 0, 375L","774,99","693,99",,736.29,1,25_12-20.csv
8008863058710,270102715431,Вино CUVEE 16 кр. п/ сух. (Италия) 0. 75L,"2105,29","1549,99",,1999.99,1,26_12-20.csv
8009307012503,270102711492,Вино DUCA DI SARAGNAMO сорт. выд. IGT Амтулия Алхимия Примитиво кр. п/сух. (Италия) 0. 75L,"3157,89","2243,99",,2999.99,1,26_12-20.csv
8009620803314,270102747655,Вино PALAZZO NOBILE Кьянти Ризерва марочное кр. сух. (Италия) 0. 75L,"1578,94","899,99",,1499.99,1,26_12-20.csv
8009620822285,270102701190,Вино VESPUCCI Кьянти Классико Тоскана ординарное кр. сух. (Италия) 0.75L,"2526,39","1734,99",,2399.99,1,26_12-20.csv
8011047030600,270102362837,Вино PLACIDO Кьянти ординарное сортовое кр. сух. (Италия) 0. 75L,"2105,29","1299,99",,1999.99,1,26_12-20.csv
8011204003614,270103372172,Вино ANNA SPINATO Diligo Пино Гриджио Венето DOC сортовое бел. сух. (Италия) 0. 75L,"2526,31","1689,99",,2399.99,1,25_2-10.csv
8016118511156,270102535511,Вино MAZZEI Poggio Badiola Тоскана выдерж. кр. сух. (Италия) 0.75L,"2631,57","1799,99",,2499.99,1,26_12-20.csv
8016608000115,270102715264,Вино CORTEBALDI Кьянти орд сорт. кр. сух. (Италия) 0.75L,"1368,42","999,99",,1299.99,1,26_12-20.csv
8019873924551,270102729890,Вино LUCCARELLI Негроамаро Луккарелли Пулия сорт. ордин. кр. п/ сух. (Италия) 0. 75L,"2631,59","1699,99",,2499.99,1,26_12-20.csv
8027625004642,270102362960,Вино NOBILOMO Марцемино Эмилия - Романья DOC кр. п/ сл. (Италия) 0. 75L,"1578,94","1149,99",,1499.99,1,26_12-20.csv
8028554100009,270103711312,Вино LA CHIARA сорт. орд. Гави депь Комуне ди Гави бел. сух. (Италия) 0. 75L,"2736,84","1799,99",,2599.99,1,25_2-10.csv
8028752904096,270102006725,Вино ROBERTO SAROTTO Monferrato Rosso Пьемонт DOC кр. сух. (Италия) 0.75L,"1999,99","1631,99",,1899.99,1,26_12-20.csv
8031481003435,270102711329,Вино MONGRANA DOC Тоскана выдерж. кр. сух. (Италия) 0. 75L,"3684,29","2499,99",,3499.99,1,26_12-20.csv
8032738680539,270109664331,Вино VIVALDI Garganega Veneto сорт. орд. бел. п/ сух. (Италия) 0. 75L,"1578,94","999,99",,1499.99,1,25_2-10.csv
8032758710537,270102586141,Вино CANTINA DIOMEDE LAMA DI PIETRA Неро ди Троя Пулия сорт. орд. кр. п/сух (Италия) 0. 75L,"2526,31","1733,99",,2399.99,1,26_12-20.csv
8032793973478,270207793210,"Напиток безалкогольный BRUNI Зеро сильногаз. с виноградным соком (Италия) 0, 75L","1578,94","969,88",,1499.99,1,25_12-20.csv
8032880181106,270109138818,Вино HAAS FRANZISKUS Пино Гриджио сортовое орд. бел. сух. (Италия) 0. 75L,"2842,19","1999,99",,,1,25_2-10.csv
8051070512049,270102701074,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,"1894,73","1299,99",,1799.99,3,26_12-20.csv
8051414170089,270109678456,Вино IL ROCCHIN Gavi бел. сух. (Италия) 0. 75L,"2105,26","1799,99",,1999.99,1,25_2-10.csv
8052432832690,270109748732,Вино MAXALE Мачерато Шардоне copт. бел. п/ cyx (Италия) 0. 75L,"2210,52","1631,99",,2099.99,1,25_2-10.csv
8054754895391,270102715493,Вино SELLATA Примитиво ИГП Алулия сорт. кр. п/сух. (Италия) 0. 75L,"1578,94","1399,99",,1499.99,1,26_12-20.csv
8055731671021,270109751034,Вино TRESCA Grillo сорт. бел. сух. (Италия) 0. 75L,"1263,15","899,99",,1199.99,1,25_2-10.csv
8055731671038,270102751390,Вино TRESCA Nero d' avola сорт. кр. сух. (Италия) 0.75L,"1263,15","899,99",,1199.99,1,26_12-20.csv
8058340400013,270109148690,Вино NICOLA BERGAGLIO Минайя Гави ДОКГ Дель Комуне ДиГавиРоверето сорт орд бел сух (Италия) 0. 75L,"1894,79","1529,99",,1799.99,1,25_2-10.csv
8410113001122,270110210102,Вино VINA ESMERALDA бел. п/ сух. (Испания) 0. 75L,"1578,94","1099,99",,1499.99,1,25_2-10.csv
8410113011701,270123630978,"Вино САНГРЕ ДЕ ТОРО Ориджинал выдерж. кр. сух. (Испания) 0, 187L","526,39","399,99",,499.99,1,25_12-20.csv
8410113555267,270102735929,Вино SANGRE DE TORO Резерва Темпранильо сорт. выд. кр. сух. (Испания) 0. 75L,"1789,47","1199,99",,1699.99,1,26_12-20.csv
8410113555472,270123630947,"Вино TORRES Винья Соль ординарное бел. сух. (Испания) 0, 187L","526,39","299,99",,499.99,1,25_12-20.csv
8410702062633,,"Вино безалкогольное MUCHO MAS бел. п/сух. (Испания) 0, 75L","1068,42",,,1014.99,1,25_12-20.csv
8410702068468,270103722683,Вино MUCHO MAS кр. п/ сух. (Испания) 0. 75L,"1513,69","1199,99",,1437.99,1,26_12-20.csv
8411106085310,270103740229,Вино ROQUETA Эстасьонес Темпранильо орд. сорт. кр. сух. (Испания) 0. 75L,"999,99","785,99",,949.99,1,26_12-20.csv
8411106085327,270110770387,Вино ROQUETA Origen Sl Эстасьонес Макабео Вердехо орд. бел. сух (Испания) 0. 75L,"1263,15","917,99",,,1,25_2-10.csv
8412176000289,270110722438,Вино FAUSTINO RIVERO ULECIA Macabeo орд. сорт. бел. сух. (Испания) 0. 75L,"1368,42","1159,99",,1299.99,1,25_2-10.csv
8412176000715,270110722400,Вино FAUSTINO RIVERO ULECIA Chardonnay орд. сорт. бел. сух. (Испания) 0. 75L,"1368,42","1159,99",,1299.99,1,25_2-10.csv
8413060005342,270110503735,Вино PEDRA DA AUGA Альбариньо Риас Байшас DO ординарное сортовое бел. сух. (Испания) 0. 75L,"2631,57","1899,99",,,1,25_2-10.csv
8425778060001,270110718271,Вино VEGA SINDOA Шардоне Нексас сорт. орд. Наварра бел. сух. (Испания) 0. 75L,"1578,94","1325,99",,1499.99,1,25_2-10.csv
8436013811067,270110725365,Вино MALAMIGO Леди Драма ординар. бел. п/ сух. (Испания) 0. 75L,"1452,63","1199,99",,1379.99,1,25_2-10.csv
8436033846674,270103573328,Вино SATIS DEI VDT Кастилья кр. сух. (Испания) 0. 75L,"1789,47","1239,99",,1699.99,1,26_12-20.csv
8437003701054,270110854581,Вино CARE Кариньена Шардонне сорт. бел. сух. (Ислания) 0. 75L,"2105,26","1499,99",,1999.99,1,25_2-10.csv
8437003857706,270110675919,Вино BIENBEBIDO PULPO ординар. бел. п/ сух. (Испания) 0. 75L,"2105,26","1632,99",,1999.99,1,25_2-10.csv
8437008695891,270103448126,Вино MATSU EI Recio выдерж. кр. сух. (Испания) 0. 75L,"3413,68","2794,99",,3242.99,1,26_12-20.csv
8437008807546,270103709967,Вино PORTAL DEL MONTSANT Сантес кр. сух. (Испания) 0. 75L,"2631,57","1699,99",,,1,26_12-20.csv
,250401251031,"Молоко ВКУСНОТЕЕВО паст. Цельное 3, 5- 6% п/ 6 без змж (Россия) 900г","147,39","104,99",,139.99,1,49_5.csv
,250401465301,"Молоко ИСКРЕННЕ ВАШ отборное 3, 4%- 6% бут без змж (Россия) 930г","126,39","92,99",,119.99,1,49_5.csv
,250402459472,"Молоко ПРАВИЛЬНОЕ МОЛОКО паст. питьевое 3, 2%- 4% без змж (Россия) 2000 мл","263,19","229,99",,249.99,1,49_5.csv
,250402670751,"Молоко ПРОСТОКВАШИНО паст. 3, 2% без змж (Россия) 1400мл","157,89","149,99",,149.99,1,49_5.csv
,250404183034,Молоко ВОЛОГЖАНКА топленое 4% без змж (Россия) 470г,"84,29","61,99",,79.99,1,49_5.csv
,250404377770,"Молоко ПРОСТОКВАШИНО топленое 3, 2% бут. без змж (Россия) 930Mл","131,59","104,99",,,1,49_5.csv
,250404678670,"Молоко СЕВЕРНАЯ ДОЛИНА питьевое топленое 3, 2% ПЭТ без змж (Россия) 900мл","152,69","99,99",,144.99,1,49_5.csv
,250404749092,"Молоко ЛЕНТА топленое паст. 3, 2% ПЭТ без змж (Россия) 930 мл","121,09","89,99",,114.99,1,49_5.csv
,250404878825,"Молоко ЛЕНТА топленое 3, 2% без змж (Россия) 400мл","68,49","54,99",,64.99,1,49_5.csv
,250405685496,"Молоко EL'NATUR козье цельное 2, 8- 5, 6% без змж (Россия) 200мл","157,89","129,99",,149.99,1,49_5.csv
,250408711536,"Молоко СЕВЕРНАЯ ДОЛИНА безлактозное 1, 5% ПЭТ без змж (Россия) 900мл","121,09","99,99",,,1,49_5.csv
,250408720217,"Молоко СЕВЕРНАЯ ДОЛИНА безпактозное паст. 1, 5% ПЭТ без змж (Россия) 400мл","78,94","59,99",,,1,49_5.csv
,250409433727,"Закваска VIVO для Кефира без змж (Россия) 4* 0, 5г","347,39","224,99",,329.99,1,49_5.csv
,250409532919,"Закваска VIVO Бифивит без змж 4* 0, 5г (Россия) 4* 0, 5г","354,79","224,99",,336.99,1,49_5.csv
,250409647263,Закваска САМОКВАШИНО Биойогурт Домашний саше без змж (Россия) 2г,"68,49","39,99",,64.99,1,49_5.csv
,250409647303,Закваска САМОКВАШИНО Биокефир Домашний саше без змж (Россия) 2г,"68,39","39,99",,64.99,1,49_5.csv
,250504183007,Сливки ВОЛОГЖАНКА 10% ВМК без змж (Россия) 470г,"121,09","114,99",,114.99,1,49_5.csv
,250504377126,Сливки ДОМИК В ДЕРЕВНЕ паст. 10% ПЭТ без змж (Россия) 270г,"157,89","83,99",,149.99,1,49_5.csv
,25080709084,Крем VEG' s Family со вкусом сметаны на основе кокосового масла (Россия) 170г,"121,09","86,99",,114.99,1,49_5.csv
,251006887699,Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN 2% без змж (Россия) 130г,"105,29","74,99",,99.10,1,49_5.csv
,251006887700,"Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN вишня- черешня 1, 7% без змж (Россия) 130г","105,29","79,99",,99.99,1,49_5.csv
,251006887701,"Творог ВКУСНЫЙ ДЕНЬ ТЫ+ PROTEIN малина 1, 7% без змж (Россия) 130г","105,29","79,99",,99.99,1,49_5.csv
,270100726668,Вино SANTA CRISTINA Vermentino Тоскана IGT ордин. сорт. бел. сух. (Италия) 0. 75L,"2299,99","1999,99",,2184.99,1,25_2-10.csv
,270101024047,Вино CHATEAU LE DOUTDIEU Шато ле Бурдьё Крю буржуа Медок выдерж. кр. сух. (Франция) 0. 75L,"2842,10","2039,99",,2699.99,1,26_12-20.csv
,270101051849,Вино PREIGNES LE VIEUX Пэй дОк Лез Этонан Каберне Фран сорт. кр. сух. (Франция) 0. 75L,"2421,05","1631,99",,2299.99,3,26_12-20.csv;sample.csv
,270101075880,Вино MININI Монтепульчано д' Абруццо ДОК кр. сух. (Италия) 0. 75L,"2105,26","1499,99",,1999.99,1,26_12-20.csv
,270101364411,Вино ROBERT CHARTON Бордо AOP кр. сух. (Франция) 0. 75L,"1368,42","799,99",,1299.99,1,26_12-20.csv
,270101443432,Вино PIERRE PLANTEE ординарное кр. сух. (Франция) 0. 75L,"2105,29","1199,99",,1999.99,1,26_12-20.csv
,270101450101,Вино LE GRAND NOIR Пино Нуар кр. п./ сух. (Франция) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
,270101458163,Вино LE GRAND NOIR Каберне Совиньон орд. кр. п./ сух. (Франция) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
,270101495860,Вино LA BAUME SAINT-PAUL TERROIR Корбьер AOP кр. сух. (Франция) 0. 75L,"2526,31","2254,99",,2399.99,1,26_12-20.csv
,270101495862,Вино CHATEAU LE VIEUX FORT Бордо Медок Крю Буржуа АОП выдерж. кр. сух. (Франция) 0. 75L,"2526,31","2184,99",,2399.99,1,26_12-20.csv
,270101495864,Вино LA BAUME SAINT-PAUL Мерло Пэй Д' ОК IGP кр. сух. (Франция) 0. 75L,"1999,99","1399,99",,,1,26_12-20.csv
,270101529789,Вино ALBERT BICHOT Chateau De Dracy Пино Нуар Бургонь выдерж. кр. сух. (Франция) 0. 75L,"5578,99","2999,99",,5299.99,1,26_12-20.csv
,270101580637,Вино MICKAEL MARILLIER BEAUJOLAIS AOP ординарное сортовое кр. сух. (Франция) 0. 75L,"1999,99","1399,99",,1899.99,1,26_12-20.csv
,270101669467,Вино CLAUDE VAL кр. сух. (Франция) 0. 75L,"1653,68","1427,99",,1570.99,1,26_12-20.csv
,270101680679,Вино LAURENT CHARDIGNY PINOT NOIR AOP Bourgogne сорт. орд. кр. сух. (Франция) 0. 75L,"2421,05","1699,99",,2299.99,1,26_12-20.csv
,270101701901,Вино BOUNGOGNE PINOT NOIR PIERRE NEROL выдерж. сорт. AOP кр. сух. (Франция) 0. 75L,"3157,89","2299,99",,2999.99,1,26_12-20.csv
,270101730056,Вино GUIGAL Кот дю Рон Руж выд. кр. сух. (Франция) 0. 75L,"4421,09","2749,99",,4199.99,1,26_12-20.csv
,270101738426,Вино LE CURIEUX SOMMELIER Мерло сорт. выдерж. кр. сух. (Франция) 0. 75L,"1684,29","1325,99",,1599.99,1,26_12-20.csv
,270101738668,Вино MOULIN DE LA FAYE Шато Мулен де ла Фэй Бордо Гранд Резерв кр. сух. (Франция) 0. 75L,"3789,49","2345,99",,3599.99,3,26_12-20.csv;sample.csv
,270101770030,Вино CLOCE DU CHARME Каберне Мерло кр. сух. (Франция) 0. 75L,"1334,99","1199,99",,1268.29,1,26_12-20.csv
,270101778029,Вино CLOCE DU CHARME Каберне Совиньон кр. сух. (Франция) 0. 75L,"1334,99","1199,99",,1268.29,1,26_12-20.csv
,270101778501,Вино PURE ALTITUDE Пино Нуар кр. сух. (Франция) 0. 75L,"2315,78","1499,99",,2199.99,1,26_12-20.csv
,270101794449,Вино Д' АЛИБЕР Вино Ла Ситель Ред орд. кр. п/ сух. (Франция) 0. 75L,"1684,20","1199,99",,1599.99,1,26_12-20.csv
,270102006725,Вино ROBERTO SAROTTO Monferrato Rosso Пьемонт DOC кр. сух. (Италия) 0.75L,"1999,99","1631,99",,1899.99,1,26_12-20.csv
,270102082682,Вино PRIMASOLE Примитиво Апулия кр. п/ сух.(Италия) 0. 75L,"1894,73","1399,99",,1799.99,1,26_12-20.csv
,270102082688,Вино CIELO Sante Rive Вальполичелла ординар. кр. сух. (Италия) 0. 75L,"2515,73","1699,99",,2389.99,1,26_12-20.csv
,270102086946,Вино REMOLE Тоскана кр. сух. (Италия) 0. 75L,"1999,99","1599,99",,1899.99,1,26_12-20.csv
,270102106792,Вино CIELO Sante Rive Бардолино ордин. кр. сух. (Италия) 0. 75L,"1884,20","1223,99",,1789.99,1,26_12-20.csv
,270102144940,Вино BANFI Brunello Di Montalcino мароч. кр. сух. (Италия) 0. 75L,"11568,42","5787,99",,10989.99,1,26_12-20.csv
,270102240879,Вино SANTA CRISTINA Тоскана IGT ордин. кр. сух. (Италия) 0. 75L,"2526,39","1999,99",,2399.99,1,26_12-20.csv
,270102362837,Вино PLACIDO Кьянти ординарное сортовое кр. сух. (Италия) 0. 75L,"2105,29","1299,99",,1999.99,1,26_12-20.csv
,270102362960,Вино NOBILOMO Марцемино Эмилия - Романья DOC кр. п/ сл. (Италия) 0. 75L,"1578,94","1149,99",,1499.99,1,26_12-20.csv
,270102444427,Вино ITALO CESCON Каберне Пиаве DOC/DOP сортовое кр. сух. (Италия) 0.75L,"3153,69","1999,99",,2995.99,1,26_12-20.csv
,270102444439,Вино TORREBRUNA Санджовезе Тоскана IGT сортовое кр. п/ сух. (Италия) 0. 75L,"1894,73","1499,99",,1799.99,1,26_12-20.csv
,270102459156,Вино 4 VOLTE Rosso кр. сух. (Италия) 0.75L,"1673,68","1199,99",,1589.99,1,26_12-20.csv
,270102472159,Вино PICCINI Кьянти Ризерва выдерж. кр. сух. (Италия) 0.75L,"1684,19","1299,99",,1599.99,1,26_12-20.csv
,270102486484,Вино TRE PASSO кр. п/сух. (Италия) 0. 75L,"2210,52","1733,99",,2099.99,1,26_12-20.csv
,270102535511,Вино MAZZEI Poggio Badiola Тоскана выдерж. кр. сух. (Италия) 0.75L,"2631,57","1799,99",,2499.99,1,26_12-20.csv
,270102586141,Вино CANTINA DIOMEDE LAMA DI PIETRA Неро ди Троя Пулия сорт. орд. кр. п/сух (Италия) 0. 75L,"2526,31","1733,99",,2399.99,1,26_12-20.csv
,270102663324,Вино PAVONERO Примитиво ди Мандурия сорт. выдерж. кр. п/ сух. (Италия) 0.75L,"2421,05","1530,99",,2299.99,1,26_12-20.csv
,270102663335,Вино LUMA Сира Сицилия сорт. ординар. кр. п/ сух. (Италия) 0. 75L,"2475,79","2039,99",,2351.99,1,26_12-20.csv
,270102679140,Вино ИЛЬ ВАЛАНДРЕА Гуттурнио Суперьоре дель Поджиарелло Эмилия-Романья DOC кр. сух. (Италия) 0. 75L,"2105,26","1699,99",,1999.99,1,26_12-20.csv
,270102679238,Вино LO STRANIERO Пино Неро дель Поджиарелло Эмилия-Романья красное сухое (Италия) 0. 75L,"2315,78","1899,99",,2199.99,1,26_12-20.csv
,270102685754,Вино STRANAMENTE ординарное кр. п/сух. (Италия) 0. 75L,"1578,94","1349,99",,1499.99,1,26_12-20.csv
,270102701074,Вино LE VIGNE DI SAMMARCO NEGROAMARO IGP кр. п/ сух.(Италия) 0. 75L,"1894,73","1299,99",,1799.99,3,26_12-20.csv
,270102701190,Вино VESPUCCI Кьянти Классико Тоскана ординарное кр. сух. (Италия) 0.75L,"2526,39","1734,99",,2399.99,1,26_12-20.csv
,270102702346,"Вино CAVIT СанВиджилио Мерло кр. сух. (Италия) 0, 375L","774,99","693,99",,736.29,1,25_12-20.csv
,270102711329,Вино MONGRANA DOC Тоскана выдерж. кр. сух. (Италия) 0. 75L,"3684,29","2499,99",,3499.99,1,26_12-20.csv
,270102711492,Вино DUCA DI SARAGNAMO сорт. выд. IGT Амтулия Алхимия Примитиво кр. п/сух. (Италия) 0. 75L,"3157,89","2243,99",,2999.99,1,26_12-20.csv
,270102715264,Вино CORTEBALDI Кьянти орд сорт. кр. сух. (Италия) 0.75L,"1368,42","999,99",,1299.99,1,26_12-20.csv
,270102715431,Вино CUVEE 16 кр. п/ сух. (Италия) 0. 75L,"2105,29","1549,99",,1999.99,1,26_12-20.csv
,270102715493,Вино SELLATA Примитиво ИГП Алулия сорт. кр. п/сух. (Италия) 0. 75L,"1578,94","1399,99",,1499.99,1,26_12-20.csv
,270102729890,Вино LUCCARELLI Негроамаро Луккарелли Пулия сорт. ордин. кр. п/ сух. (Италия) 0. 75L,"2631,59","1699,99",,2499.99,1,26_12-20.csv
,270102735538,Вино DOMINI VENETI Вальп. Классико Супер. Рипассо ла Казетта выд. кр. сух. (Италия) 0. 75L,"5894,79","3494,99",,5599.99,1,26_12-20.csv
,270102735929,Вино SANGRE DE TORO Резерва Темпранильо сорт. выд. кр. сух. (Испания) 0. 75L,"1789,47","1199,99",,1699.99,1,26_12-20.csv
,270102737116,Вино TENUTA DI BURCHINO Говерно Аль Узо Тоскана ИГТ кр. п/ сух. (Италия) 0. 75L,"2894,73","1999,99",,2749.99,1,26_12-20.csv
,270102739823,Вино ASTRALE Неро д' Авола сортовое орд. кр. сух. (Италия) 0. 75L,"1768,42","1399,99",,1679.99,1,26_12-20.csv
,270102742435,Вино CASA DEFFRA Колли Беричи Ризерва выд. кр. п/сух. (Италия) 0. 75L,"2526,31","1784,99",,2399.99,1,26_12-20.csv
,270102747655,Вино PALAZZO NOBILE Кьянти Ризерва марочное кр. сух. (Италия) 0. 75L,"1578,94","899,99",,1499.99,1,26_12-20.csv
,270102751390,Вино TRESCA Nero d' avola сорт. кр. сух. (Италия) 0.75L,"1263,15","899,99",,1199.99,1,26_12-20.csv
,270102770508,Вино POGGIO TOSCO Россо Тоскано ИГТ сорт. кр. сух. (Италия) 0. 75L,"1578,94","1199,99",,1499.99,1,26_12-20.csv
,270102882087,Вино Каберне Совиньон ординарное кр. п/сух. (Италия) 0.75L,"1884,20","1223,99",,1789.99,1,26_12-20.csv
,270103031659,Вино SAN VALENTIN Гарнача кр. сух. (Испания) 0. 75L,"1473,63","1099,99",,,1,26_12-20.csv
